-2,97
-3,0
0,5733333333333334
0,679103
-2,95
-3,0
-2,94119103
0,5326666666666667
-2,9
0,8738333333333334
-3,0
0,7832333333333334
-2,4327666666666667
-4,499106666666667
0,8652256666666669
0,7343333333333333
-2,6310000000000002
0,9723333333333333
-2,2851
1,7096231000000002
-2,052041
1,4750200000000002
1,2056178333333334
1,8104454333333337
-5,7
1,9577467900000003
1,4821280000000003
0,6394000000000001
-5,0861939
1,2419894333333334
0,7161994566666667
1,0323115500000002
1,1115293069666667
1,324654011
-5,6991328779999995
2,172459243133334
1,5208623010000002
1,8730871315766668
-9,5467014401
2,0244960549
2,6833271574290003
2,3713602031433334
1,6852096487333335
1,2046087968523336
-3,5816684828066663
1,9323732473527668
1,0506688833333335
-2,9703
1,9627009793603902
-2,5153064451696667
1,6454530601856667
-3,8306979617613166
2,3831094343342003
-5,6765233605
1,5109831455004334
2,8956125735414076
1,9735625037837234
1,2591589287503901
1,2838204539100002
1,0401923443333334
-1,3398788358818499
0,25927950000000005
2,159626067781483
3,4456262048561745
1,671649735759667
2,307356880024816
1,7146241947128344
2,1175471996648514
-3,950168603007966
3,2347789153568347
2,381457495476034
3,7607781357426697
1,9962894616580007
2,592638854382831
2,9156207846421314
3,6494306983609146
-3,437780935816111
3,521714159796918
3,6851392774024596
3,7818657835445753
1,9168676887837666
2,9244467396632956
2,7571859593926265
2,6234516856506502
3,3603580351021645
2,4837389307253583
-5,597381366666667
3,889567451668655
-5,6939025
-4,976076345
3,4786993765597267
3,2784497551695093
2,4683615330627338
2,1613804140364827
2,198630359429501
-2,116715161857254
2,9846718660687426
2,976413401519027
0,852206737725195
2,6781303525309
++++++++++++++++++++++
4,41031997427742
3,5126561418318145
4,077634941133222
2,7319695907012296
3,1382875702173343
3,5935112919233028
-9,630544524758758
2,9960053218910483
4,912726192850338
1,1374720025420177
3,393188454939226
3,2368153610916
3,458419680903181
2,760867531099184
4,570131875599087
3,65846994065398
-4,777891408101061
-3,9523404250169154
3,3187592577964335
-2,64463922005
2,893756208109293
1,5503173498487417
2,1343996518558943
4,1809841445609885
4,669313314229693
2,7428758008623104
1,4313523852830823
